,町丁目,世帯数,総数,男,女,年度,月次,公開件数
2908,大塚六丁目,2124,3666,1865,1801,2013,8,87
2909,関口一丁目,2411,4170,1961,2209,2013,8,155
2910,関口二丁目,447,912,427,485,2013,8,15
2911,関口三丁目,439,919,439,480,2013,8,14
2912,目白台一丁目,1304,2224,1253,971,2013,8,32
2913,目白台二丁目,1103,2020,945,1075,2013,8,46
2914,目白台三丁目,1285,2479,1171,1308,2013,8,34
2915,音羽一丁目,2181,3737,1644,2093,2013,8,202
2916,音羽二丁目,981,1734,735,999,2013,8,39
2917,本郷一丁目,1990,3819,1749,2070,2013,8,122
2918,本郷二丁目,1775,2990,1395,1595,2013,8,93
2919,本郷三丁目,1769,2841,1326,1515,2013,8,111
2920,本郷四丁目,2090,3817,1793,2024,2013,8,75
2921,本郷五丁目,1829,3244,1667,1577,2013,8,106
2922,本郷六丁目,1059,1764,909,855,2013,8,37
2923,湯島一丁目,442,666,289,377,2013,8,39
2924,湯島二丁目,1466,2410,1220,1190,2013,8,157
2925,湯島三丁目,1838,2889,1439,1450,2013,8,172
2926,湯島四丁目,1146,2038,1047,991,2013,8,58
2927,西片一丁目,1155,2382,1128,1254,2013,8,46
2928,西片二丁目,1449,2891,1445,1446,2013,8,59
2929,向丘一丁目,1782,3283,1648,1635,2013,8,107
2930,向丘二丁目,1873,3243,1530,1713,2013,8,94
2931,弥生一丁目,255,444,225,219,2013,8,14
2932,弥生二丁目,815,1537,735,802,2013,8,33
2933,根津一丁目,1307,2370,1064,1306,2013,8,47
2934,根津二丁目,2144,3735,1766,1969,2013,8,83
2935,千駄木一丁目,715,1463,678,785,2013,8,19
2936,千駄木二丁目,2443,4334,2029,2305,2013,8,113
2937,千駄木三丁目,3537,6404,3050,3354,2013,8,177
2938,千駄木四丁目,1593,2913,1437,1476,2013,8,75
2939,千駄木五丁目,2255,4564,2182,2382,2013,8,96
2940,本駒込一丁目,2225,4318,2035,2283,2013,8,125
2941,本駒込二丁目,2475,4699,2258,2441,2013,8,114
2942,本駒込三丁目,1779,3155,1486,1669,2013,8,86
2943,本駒込四丁目,2087,4102,1983,2119,2013,8,112
2944,本駒込五丁目,2890,5404,2623,2781,2013,8,164
2945,本駒込六丁目,1601,3202,1449,1753,2013,8,73
2946,後楽一丁目,548,851,472,379,2013,9,3
2947,後楽二丁目,832,1484,749,735,2013,9,70
2948,春日一丁目,963,1526,699,827,2013,9,44
2949,春日二丁目,1977,3918,1878,2040,2013,9,93
2950,小石川一丁目,2027,3715,1691,2024,2013,9,101
2951,小石川二丁目,2096,3812,1792,2020,2013,9,72
2952,小石川三丁目,2426,4969,2361,2608,2013,9,85
2953,小石川四丁目,1705,3375,1492,1883,2013,9,80
2954,小石川五丁目,2876,5468,2539,2929,2013,9,114
2955,白山一丁目,2531,4567,2241,2326,2013,9,133
2956,白山二丁目,2158,3995,1947,2048,2013,9,113
2957,白山三丁目,524,1026,494,532,2013,9,14
2958,白山四丁目,2247,4344,2068,2276,2013,9,70
2959,白山五丁目,2089,3727,1725,2002,2013,9,121
2960,千石一丁目,1834,3792,1777,2015,2013,9,49
2961,千石二丁目,1935,3919,1860,2059,2013,9,80
2962,千石三丁目,2123,4258,2077,2181,2013,9,75
2963,千石四丁目,3055,5308,2530,2778,2013,9,151
2964,水道一丁目,1360,2505,1214,1291,2013,9,82
2965,水道二丁目,1799,2899,1472,1427,2013,9,144
2966,小日向一丁目,1065,2088,951,1137,2013,9,18
2967,小日向二丁目,1070,2421,1171,1250,2013,9,24
2968,小日向三丁目,651,1300,640,660,2013,9,23
2969,小日向四丁目,840,1527,723,804,2013,9,41
2970,大塚一丁目,546,1186,552,634,2013,9,10
2971,大塚二丁目,984,1824,801,1023,2013,9,25
2972,大塚三丁目,1917,3243,1482,1761,2013,9,165
2973,大塚四丁目,1651,2883,1321,1562,2013,9,79
2974,大塚五丁目,2285,4168,1987,2181,2013,9,104
2975,大塚六丁目,2122,3663,1860,1803,2013,9,90
2976,関口一丁目,2409,4168,1960,2208,2013,9,176
2977,関口二丁目,448,914,429,485,2013,9,12
2978,関口三丁目,441,923,442,481,2013,9,21
2979,目白台一丁目,1285,2209,1238,971,2013,9,47
2980,目白台二丁目,1109,2030,952,1078,2013,9,50
2981,目白台三丁目,1294,2491,1178,1313,2013,9,39
2982,音羽一丁目,2181,3730,1641,2089,2013,9,222
2983,音羽二丁目,975,1734,735,999,2013,9,37
2984,本郷一丁目,1984,3805,1735,2070,2013,9,107
2985,本郷二丁目,1793,3008,1402,1606,2013,9,98
2986,本郷三丁目,1772,2841,1327,1514,2013,9,116
2987,本郷四丁目,2094,3831,1797,2034,2013,9,69
2988,本郷五丁目,1833,3251,1674,1577,2013,9,91
2989,本郷六丁目,1072,1783,918,865,2013,9,48
2990,湯島一丁目,445,672,288,384,2013,9,46
2991,湯島二丁目,1466,2405,1214,1191,2013,9,218
2992,湯島三丁目,1837,2887,1440,1447,2013,9,156
2993,湯島四丁目,1148,2046,1054,992,2013,9,47
2994,西片一丁目,1160,2388,1132,1256,2013,9,55
2995,西片二丁目,1449,2887,1446,1441,2013,9,53
2996,向丘一丁目,1779,3271,1639,1632,2013,9,100
2997,向丘二丁目,1867,3246,1529,1717,2013,9,84
2998,弥生一丁目,254,440,221,219,2013,9,10
2999,弥生二丁目,813,1540,736,804,2013,9,34
3000,根津一丁目,1322,2387,1067,1320,2013,9,62
3001,根津二丁目,2134,3725,1766,1959,2013,9,87
3002,千駄木一丁目,712,1459,677,782,2013,9,21
3003,千駄木二丁目,2438,4329,2027,2302,2013,9,114
3004,千駄木三丁目,3534,6408,3049,3359,2013,9,190
3005,千駄木四丁目,1603,2943,1457,1486,2013,9,84
3006,千駄木五丁目,2262,4568,2188,2380,2013,9,83
3007,本駒込一丁目,2222,4311,2027,2284,2013,9,111
3008,本駒込二丁目,2472,4701,2257,2444,2013,9,98
3009,本駒込三丁目,1772,3151,1484,1667,2013,9,84
3010,本駒込四丁目,2089,4103,1991,2112,2013,9,95
3011,本駒込五丁目,2890,5401,2619,2782,2013,9,152
3012,本駒込六丁目,1597,3200,1441,1759,2013,9,80
3013,後楽一丁目,531,830,458,372,2013,10,7
3014,後楽二丁目,828,1479,744,735,2013,10,69
3015,春日一丁目,967,1529,702,827,2013,10,55
3016,春日二丁目,1971,3909,1875,2034,2013,10,111
3017,小石川一丁目,2021,3715,1696,2019,2013,10,105
3018,小石川二丁目,2102,3816,1791,2025,2013,10,87
3019,小石川三丁目,2429,4962,2361,2601,2013,10,103
3020,小石川四丁目,1702,3368,1489,1879,2013,10,91
3021,小石川五丁目,2869,5454,2526,2928,2013,10,136
3022,白山一丁目,2532,4569,2239,2330,2013,10,124
3023,白山二丁目,2164,4002,1957,2045,2013,10,98
3024,白山三丁目,525,1022,490,532,2013,10,14
3025,白山四丁目,2239,4323,2057,2266,2013,10,77
3026,白山五丁目,2086,3716,1716,2000,2013,10,127
3027,千石一丁目,1839,3808,1787,2021,2013,10,54
3028,千石二丁目,1929,3921,1860,2061,2013,10,64
3029,千石三丁目,2128,4262,2083,2179,2013,10,71
3030,千石四丁目,3052,5307,2532,2775,2013,10,178
3031,水道一丁目,1358,2503,1211,1292,2013,10,78
3032,水道二丁目,1806,2906,1471,1435,2013,10,149
3033,小日向一丁目,1066,2092,954,1138,2013,10,20
3034,小日向二丁目,1068,2415,1172,1243,2013,10,21
3035,小日向三丁目,648,1296,636,660,2013,10,18
3036,小日向四丁目,862,1572,747,825,2013,10,46
3037,大塚一丁目,548,1190,553,637,2013,10,10
3038,大塚二丁目,994,1843,808,1035,2013,10,18
3039,大塚三丁目,1927,3266,1498,1768,2013,10,171
3040,大塚四丁目,1671,2904,1338,1566,2013,10,69
3041,大塚五丁目,2287,4171,1985,2186,2013,10,128
3042,大塚六丁目,2128,3671,1858,1813,2013,10,106
3043,関口一丁目,2418,4184,1967,2217,2013,10,199
3044,関口二丁目,447,910,429,481,2013,10,12
3045,関口三丁目,439,921,440,481,2013,10,34
3046,目白台一丁目,1312,2241,1255,986,2013,10,43
3047,目白台二丁目,1113,2030,951,1079,2013,10,46
3048,目白台三丁目,1297,2488,1178,1310,2013,10,40
3049,音羽一丁目,2192,3761,1661,2100,2013,10,199
3050,音羽二丁目,971,1726,731,995,2013,10,37
3051,本郷一丁目,2004,3834,1748,2086,2013,10,120
3052,本郷二丁目,1789,3004,1395,1609,2013,10,108
3053,本郷三丁目,1781,2856,1339,1517,2013,10,109
3054,本郷四丁目,2099,3829,1800,2029,2013,10,68
3055,本郷五丁目,1832,3255,1676,1579,2013,10,90
3056,本郷六丁目,1070,1787,918,869,2013,10,55
3057,湯島一丁目,444,669,285,384,2013,10,45
3058,湯島二丁目,1458,2393,1209,1184,2013,10,199
3059,湯島三丁目,1840,2892,1442,1450,2013,10,176
3060,湯島四丁目,1147,2047,1051,996,2013,10,47
3061,西片一丁目,1156,2376,1127,1249,2013,10,54
3062,西片二丁目,1448,2886,1446,1440,2013,10,48
3063,向丘一丁目,1776,3268,1641,1627,2013,10,96
3064,向丘二丁目,1892,3268,1538,1730,2013,10,88
3065,弥生一丁目,254,441,223,218,2013,10,8
3066,弥生二丁目,817,1542,735,807,2013,10,29
3067,根津一丁目,1319,2390,1068,1322,2013,10,47
3068,根津二丁目,2131,3715,1760,1955,2013,10,87
3069,千駄木一丁目,710,1463,679,784,2013,10,21
3070,千駄木二丁目,2442,4326,2021,2305,2013,10,127
3071,千駄木三丁目,3588,6470,3069,3401,2013,10,210
3072,千駄木四丁目,1601,2951,1456,1495,2013,10,79
3073,千駄木五丁目,2255,4557,2185,2372,2013,10,90
3074,本駒込一丁目,2227,4316,2034,2282,2013,10,107
3075,本駒込二丁目,2474,4701,2260,2441,2013,10,111
3076,本駒込三丁目,1776,3154,1486,1668,2013,10,86
3077,本駒込四丁目,2094,4106,1996,2110,2013,10,89
3078,本駒込五丁目,2904,5420,2622,2798,2013,10,155
3079,本駒込六丁目,1605,3202,1439,1763,2013,10,89
3080,後楽一丁目,538,836,461,375,2013,11,12
3081,後楽二丁目,829,1480,743,737,2013,11,92
3082,春日一丁目,971,1534,710,824,2013,11,56
3083,春日二丁目,1973,3904,1868,2036,2013,11,111
3084,小石川一丁目,2017,3713,1700,2013,2013,11,116
3085,小石川二丁目,2098,3812,1788,2024,2013,11,81
3086,小石川三丁目,2423,4949,2357,2592,2013,11,107
3087,小石川四丁目,1699,3362,1490,1872,2013,11,92
3088,小石川五丁目,2873,5443,2525,2918,2013,11,120
3089,白山一丁目,2525,4552,2231,2321,2013,11,123
3090,白山二丁目,2167,4009,1957,2052,2013,11,104
3091,白山三丁目,525,1026,492,534,2013,11,14
3092,白山四丁目,2242,4324,2061,2263,2013,11,79
3093,白山五丁目,2084,3700,1708,1992,2013,11,118
3094,千石一丁目,1838,3809,1788,2021,2013,11,61
3095,千石二丁目,1933,3929,1863,2066,2013,11,69
3096,千石三丁目,2125,4262,2083,2179,2013,11,74
3097,千石四丁目,3034,5285,2520,2765,2013,11,207
3098,水道一丁目,1367,2519,1223,1296,2013,11,85
3099,水道二丁目,1826,2935,1485,1450,2013,11,162
3100,小日向一丁目,1073,2100,954,1146,2013,11,21
3101,小日向二丁目,1070,2415,1172,1243,2013,11,18
3102,小日向三丁目,657,1305,640,665,2013,11,18
3103,小日向四丁目,926,1725,819,906,2013,11,51
3104,大塚一丁目,548,1187,551,636,2013,11,10
3105,大塚二丁目,993,1842,807,1035,2013,11,19
3106,大塚三丁目,1935,3265,1499,1766,2013,11,163
3107,大塚四丁目,1696,2936,1349,1587,2013,11,58
3108,大塚五丁目,2311,4212,2002,2210,2013,11,108
3109,大塚六丁目,2127,3662,1843,1819,2013,11,92
3110,関口一丁目,2420,4183,1963,2220,2013,11,235
3111,関口二丁目,445,907,427,480,2013,11,9
3112,関口三丁目,440,918,437,481,2013,11,30
3113,目白台一丁目,1326,2271,1269,1002,2013,11,33
3114,目白台二丁目,1128,2049,962,1087,2013,11,37
3115,目白台三丁目,1305,2499,1186,1313,2013,11,31
3116,音羽一丁目,2208,3779,1669,2110,2013,11,175
3117,音羽二丁目,970,1727,736,991,2013,11,41
3118,本郷一丁目,2002,3823,1744,2079,2013,11,123
3119,本郷二丁目,1787,3009,1406,1603,2013,11,109
3120,本郷三丁目,1785,2867,1343,1524,2013,11,125
3121,本郷四丁目,2113,3842,1802,2040,2013,11,78
3122,本郷五丁目,1827,3257,1675,1582,2013,11,68
3123,本郷六丁目,1065,1782,913,869,2013,11,51
3124,湯島一丁目,442,670,287,383,2013,11,41
3125,湯島二丁目,1474,2415,1220,1195,2013,11,203
3126,湯島三丁目,1842,2891,1450,1441,2013,11,185
3127,湯島四丁目,1156,2058,1056,1002,2013,11,57
3128,西片一丁目,1153,2367,1122,1245,2013,11,67
3129,西片二丁目,1456,2908,1459,1449,2013,11,42
3130,向丘一丁目,1806,3303,1663,1640,2013,11,94
3131,向丘二丁目,1900,3280,1543,1737,2013,11,78
3132,弥生一丁目,256,445,222,223,2013,11,6
3133,弥生二丁目,826,1543,744,799,2013,11,27
3134,根津一丁目,1328,2410,1079,1331,2013,11,44
3135,根津二丁目,2134,3726,1765,1961,2013,11,78
3136,千駄木一丁目,707,1455,675,780,2013,11,27
3137,千駄木二丁目,2432,4325,2021,2304,2013,11,109
3138,千駄木三丁目,3588,6467,3070,3397,2013,11,203
3139,千駄木四丁目,1592,2947,1452,1495,2013,11,84
3140,千駄木五丁目,2249,4561,2190,2371,2013,11,81
3141,本駒込一丁目,2232,4327,2045,2282,2013,11,108
3142,本駒込二丁目,2485,4715,2269,2446,2013,11,89
3143,本駒込三丁目,1784,3169,1499,1670,2013,11,74
3144,本駒込四丁目,2103,4122,2004,2118,2013,11,89
3145,本駒込五丁目,2930,5445,2633,2812,2013,11,193
3146,本駒込六丁目,1609,3212,1450,1762,2013,11,76
3147,後楽一丁目,523,822,445,377,2013,12,13
3148,後楽二丁目,825,1480,744,736,2013,12,88
3149,春日一丁目,973,1538,713,825,2013,12,64
3150,春日二丁目,1965,3887,1856,2031,2013,12,106
3151,小石川一丁目,2008,3704,1701,2003,2013,12,93
3152,小石川二丁目,2085,3794,1783,2011,2013,12,79
3153,小石川三丁目,2416,4951,2358,2593,2013,12,73
3154,小石川四丁目,1702,3372,1499,1873,2013,12,79
3155,小石川五丁目,2859,5425,2515,2910,2013,12,138
3156,白山一丁目,2524,4549,2231,2318,2013,12,124
3157,白山二丁目,2179,4035,1971,2064,2013,12,104
3158,白山三丁目,525,1032,494,538,2013,12,23
3159,白山四丁目,2240,4324,2060,2264,2013,12,75
3160,白山五丁目,2067,3672,1694,1978,2013,12,116
3161,千石一丁目,1854,3838,1802,2036,2013,12,57
3162,千石二丁目,1922,3911,1854,2057,2013,12,71
3163,千石三丁目,2115,4249,2073,2176,2013,12,68
3164,千石四丁目,3026,5287,2526,2761,2013,12,219
3165,水道一丁目,1366,2526,1224,1302,2013,12,75
3166,水道二丁目,1823,2929,1486,1443,2013,12,146
3167,小日向一丁目,1076,2106,958,1148,2013,12,11
3168,小日向二丁目,1065,2396,1164,1232,2013,12,25
3169,小日向三丁目,656,1305,639,666,2013,12,19
3170,小日向四丁目,924,1727,823,904,2013,12,61
3171,大塚一丁目,551,1189,552,637,2013,12,8
3172,大塚二丁目,992,1837,803,1034,2013,12,62
3173,大塚三丁目,1942,3269,1500,1769,2013,12,153
3174,大塚四丁目,1695,2933,1347,1586,2013,12,61
3175,大塚五丁目,2320,4219,2005,2214,2013,12,113
3176,大塚六丁目,2116,3653,1836,1817,2013,12,102
3177,関口一丁目,2413,4170,1960,2210,2013,12,219
3178,関口二丁目,446,909,427,482,2013,12,14
3179,関口三丁目,440,919,436,483,2013,12,29
3180,目白台一丁目,1322,2260,1261,999,2013,12,35
3181,目白台二丁目,1132,2052,967,1085,2013,12,29
3182,目白台三丁目,1304,2508,1191,1317,2013,12,25
3183,音羽一丁目,2226,3804,1684,2120,2013,12,148
3184,音羽二丁目,976,1733,742,991,2013,12,37
3185,本郷一丁目,1994,3809,1742,2067,2013,12,106
3186,本郷二丁目,1777,2998,1402,1596,2013,12,99
3187,本郷三丁目,1782,2857,1337,1520,2013,12,104
3188,本郷四丁目,2121,3850,1809,2041,2013,12,70
3189,本郷五丁目,1813,3246,1664,1582,2013,12,101
3190,本郷六丁目,1057,1769,911,858,2013,12,63
3191,湯島一丁目,438,664,288,376,2013,12,40
3192,湯島二丁目,1482,2428,1224,1204,2013,12,150
3193,湯島三丁目,1836,2881,1436,1445,2013,12,143
3194,湯島四丁目,1149,2049,1054,995,2013,12,53
3195,西片一丁目,1162,2385,1129,1256,2013,12,53
3196,西片二丁目,1457,2909,1458,1451,2013,12,43
3197,向丘一丁目,1793,3291,1655,1636,2013,12,94
3198,向丘二丁目,1890,3278,1546,1732,2013,12,64
3199,弥生一丁目,256,445,222,223,2013,12,5
3200,弥生二丁目,825,1547,749,798,2013,12,32
3201,根津一丁目,1348,2437,1091,1346,2013,12,31
3202,根津二丁目,2130,3717,1761,1956,2013,12,71
3203,千駄木一丁目,711,1461,678,783,2013,12,20
3204,千駄木二丁目,2437,4339,2024,2315,2013,12,113
3205,千駄木三丁目,3584,6458,3066,3392,2013,12,205
3206,千駄木四丁目,1581,2928,1444,1484,2013,12,81
3207,千駄木五丁目,2260,4581,2202,2379,2013,12,94
3208,本駒込一丁目,2231,4324,2044,2280,2013,12,90
3209,本駒込二丁目,2489,4728,2278,2450,2013,12,95
3210,本駒込三丁目,1796,3187,1510,1677,2013,12,70
3211,本駒込四丁目,2096,4105,1995,2110,2013,12,89
3212,本駒込五丁目,2937,5458,2644,2814,2013,12,193
3213,本駒込六丁目,1612,3215,1448,1767,2013,12,65
